(8, 3, 2, 1, 1, 'D', 3, 3, 1)
(7, 3, 1, 0, 1, 'M', 3, 2, 1)
(6, 3, 1, 0, 0, 'P', 2, 1, 0)
(4, 3, 1, 0, 0, 'P', 2, 1, 0)
(2, 2, 0, 0, 0, 'M', 3, 0, 0)
(5, 1, 2, 0, 1, 'M', 2, 2, 0)
(3, 0, 2, 0, 0, 'M', 1, 2, 0)
(5, 3, 1, 0, 1, 'D', 3, 2, 0)
(6, 2, 2, 0, 1, 'M', 2, 3, 0)
(10, 3, 1, 0, 0, 'P', 3, 2, 1)
(9, 2, 2, 0, 0, 'M', 1, 2, 0)
(11, 1, 2, 0, 0, 'M', 1, 2, 0)
(0, -1, -1, -1, 0, 'M', 1, 0, 0)
(7, 2, 3, 0, 1, 'D', 3, 3, 0)
(10, 1, 2, 0, 0, 'M', 1, 2, 0)
(0, -1, -1, -1, 0, 'M', 0, 0, 0)
(4, 1, 2, 0, 0, 'P', 1, 1, 0)
(8, 2, 3, 0, 0, 'M', 2, 2, 0)
(1, 1, 0, 0, 0, 'M', 2, 0, 0)
(9, 3, 2, 1, 0, 'M', 3, 1, 0)
(2, 0, 1, 0, 0, 'M', 0, 2, 0)
(3, 3, 0, 0, 0, 'M', 3, 1, 0)
(1, 0, 0, 0, 0, 'M', 0, 1, 0)
(11, 3, 1, 0, 1, 'M', 3, 1, 0)
