(11, 0, 5, 0, 0, 'P', 1, 5, 1)
(9, 1, 5, 1, 1, 'M', 0, 5, 0)
(4, 8, 5, 0, 1, 'M', 7, 5, 0)
(3, 4, 9, 0, 1, 'M', 4, 8, 0)
(9, 8, 5, 0, 0, 'M', 9, 5, 0)
(6, 2, 4, 0, 0, 'M', 1, 4, 0)
(5, 3, 5, 2, 1, 'M', 2, 5, 2)
(5, 1, 6, 0, 0, 'M', 0, 6, 0)
(10, 2, 6, 0, 1, 'M', 1, 6, 0)
(12, 0, 6, 0, 1, 'M', -2, -2, -2)
(8, 7, 5, 0, 0, 'M', 8, 5, 0)
(10, -1, -1, -1, 0, 'M', 0, 5, 0)
(3, -1, -1, -1, 1, 'M', 0, 5, 0)
(10, 9, 5, 0, 0, 'M', -2, -2, -2)
(0, -1, -1, -1, 1, 'M', 0, 4, 0)
(1, -1, -1, -1, 1, 'M', 0, 5, 0)
(8, 0, 4, 0, 0, 'M', -2, -2, -2)
(2, -1, -1, -1, 1, 'M', 4, 9, 0)
(7, 1, 4, 0, 0, 'M', 0, 4, 0)
(3, 0, 6, 0, 1, 'M', 1, 6, 0)
(3, 9, 5, 0, 1, 'M', 8, 5, 0)
(5, 3, 4, 1, 0, 'M', 2, 4, 0)
(7, 4, 6, 0, 0, 'M', 3, 6, 0)
(3, 2, 4, 0, 1, 'M', 3, 4, 1)
(7, 6, 5, 0, 0, 'M', 7, 5, 0)
(2, 1, 4, 0, 1, 'M', 2, 4, 0)
(5, 7, 5, 0, 1, 'M', 6, 5, 0)
(5, 0, 5, 0, 0, 'M', -2, -2, -2)
(4, 2, 6, 0, 0, 'M', 1, 6, 0)
(0, -1, -1, -1, 1, 'M', 0, 6, 0)
(1, 0, 4, 0, 1, 'M', 1, 4, 0)
(2, 1, 6, 0, 1, 'M', 2, 6, 0)
(2, -1, -1, -1, 1, 'M', 9, 5, 0)
(4, 3, 4, 1, 1, 'D', 3, 5, 1)
(2, 0, 5, 0, 1, 'M', 1, 5, 0)
(4, 0, 5, 0, 1, 'D', 1, 5, 0)
(6, 1, 5, 1, 0, 'M', 0, 5, 0)
(4, 4, 8, 0, 1, 'M', 4, 7, 0)
(2, -1, -1, -1, 1, 'M', 0, 6, 0)
(6, 4, 6, 0, 1, 'D', 4, 5, 0)
(3, 2, 6, 0, 1, 'D', 2, 5, 0)
(7, 2, 5, 2, 0, 'M', 1, 5, 1)
(9, 2, 6, 0, 0, 'P', 2, 5, 1)
(6, 6, 5, 0, 1, 'D', 5, 5, 0)
(4, 1, 6, 0, 1, 'M', 1, 5, 1)
(12, 0, 5, 0, 1, 'M', -2, -2, -2)
(1, 0, 6, 0, 1, 'M', 1, 6, 0)
(3, 1, 5, 0, 1, 'M', 2, 5, 1)
(7, 0, 5, 0, 0, 'M', -2, -2, -2)
(5, 4, 7, 0, 1, 'M', 4, 6, 0)
(4, 2, 5, 1, 1, 'M', 3, 5, 2)
(8, 1, 5, 1, 0, 'P', 2, 5, 2)
(11, 1, 6, 0, 1, 'M', 0, 6, 0)
(8, 3, 6, 0, 0, 'M', 2, 6, 0)
(5, 1, 5, 1, 1, 'D', 2, 5, 1)
(10, 0, 5, 0, 1, 'M', -2, -2, -2)
(6, 0, 6, 0, 0, 'M', -2, -2, -2)
(6, 2, 5, 2, 1, 'D', 3, 5, 2)
