(1, 4, 0, 0, 1, 'M', 4, 1, 0)
(1, 0, 3, 0, 1, 'M', 1, 3, 0)
(4, 0, 3, 0, 0, 'M', -2, -2, -2)
(4, 3, 0, 0, 1, 'D', 3, 1, 0)
(4, 3, 3, 0, 1, 'D', 3, 4, 0)
(8, 3, 1, 0, 0, 'M', 3, 0, 0)
(4, 4, 3, 0, 1, 'D', 4, 4, 0)
(1, 0, 6, 0, 1, 'M', 1, 6, 0)
(8, 4, 0, 0, 0, 'M', -2, -2, -2)
(5, 3, 2, 0, 0, 'P', 3, 1, 1)
(5, 0, 3, 0, 1, 'D', 1, 3, 0)
(3, 3, 2, 0, 1, 'M', 3, 3, 0)
(2, 1, 0, 0, 0, 'M', -2, -2, -2)
(4, 0, 5, 0, 1, 'D', 1, 5, 0)
(0, -1, -1, -1, 1, 'M', 0, 6, 0)
(4, 2, 2, 1, 0, 'M', 3, 2, 0)
(3, 0, 4, 0, 0, 'M', -2, -2, -2)
(8, 1, 5, 0, 0, 'M', 0, 5, 0)
(7, 0, 4, 0, 0, 'M', -2, -2, -2)
(6, 3, 2, 0, 1, 'D', 3, 3, 0)
(5, 2, 2, 1, 1, 'M', 2, 3, 2)
(2, 4, 1, 0, 1, 'M', 4, 2, 0)
(0, -1, -1, -1, 1, 'M', 4, 0, 0)
(9, 0, 3, 0, 0, 'M', -2, -2, -2)
(2, 1, 3, 0, 1, 'D', 2, 3, 0)
(1, -1, -1, -1, 1, 'M', 0, 4, 0)
(9, 0, 5, 0, 0, 'M', -2, -2, -2)
(6, 0, 3, 0, 0, 'M', -2, -2, -2)
(6, 4, 3, 0, 0, 'M', 4, 2, 0)
(9, 4, 0, 0, 0, 'M', -2, -2, -2)
(8, 4, 1, 0, 0, 'M', 4, 0, 0)
(5, 0, 5, 0, 0, 'M', -2, -2, -2)
(1, 0, 2, 0, 1, 'M', 1, 2, 0)
(2, 1, 2, 0, 1, 'M', 2, 2, 1)
(0, -1, -1, -1, 1, 'M', 1, 0, 0)
(7, 3, 2, 0, 0, 'M', 3, 1, 0)
(5, 2, 5, 0, 0, 'P', 1, 5, 1)
(7, 2, 5, 0, 0, 'M', 1, 5, 0)
(3, -1, -1, -1, 1, 'M', 0, 4, 0)
(0, -1, -1, -1, 1, 'M', 0, 2, 0)
(3, -1, -1, -1, 1, 'M', 0, 5, 0)
(7, 4, 2, 0, 0, 'M', 4, 1, 0)
(0, -1, -1, -1, 1, 'M', 2, 0, 0)
(1, 2, 0, 0, 1, 'M', 2, 1, 0)
(1, -1, -1, -1, 1, 'M', 0, 5, 0)
(6, 2, 5, 0, 1, 'D', 3, 5, 0)
(3, 1, 3, 0, 0, 'M', 0, 3, 0)
(0, -1, -1, -1, 1, 'M', 3, 0, 0)
(2, 3, 1, 0, 1, 'M', 3, 2, 0)
(4, 2, 5, 0, 1, 'D', 2, 4, 0)
(5, 3, 0, 0, 0, 'M', -2, -2, -2)
(3, 2, 1, 0, 0, 'P', 1, 1, 1)
(6, 4, 2, 0, 0, 'M', 4, 1, 0)
(7, 4, 1, 0, 0, 'M', 4, 0, 0)
(5, 1, 4, 1, 1, 'D', 2, 4, 1)
(5, 3, 3, 0, 0, 'M', 4, 3, 0)
(2, 0, 4, 0, 1, 'D', 1, 4, 0)
(6, 1, 4, 1, 0, 'M', 0, 4, 0)
(5, 4, 3, 0, 0, 'M', 4, 2, 0)
(8, 1, 3, 1, 0, 'M', 0, 3, 0)
(1, 3, 0, 0, 1, 'M', 3, 1, 0)
(1, 1, 0, 0, 1, 'D', 1, 1, 0)
(4, 2, 1, 0, 1, 'M', 2, 2, 1)
(0, -1, -1, -1, 1, 'M', 0, 3, 0)
(3, 1, 6, 0, 0, 'M', 0, 6, 0)
(2, 0, 5, 0, 1, 'M', 1, 5, 0)
(3, 2, 2, 1, 1, 'D', 2, 3, 1)
(3, 4, 2, 0, 1, 'M', 4, 3, 0)
(6, 2, 3, 2, 1, 'D', 2, 4, 2)
(4, -1, -1, -1, 1, 'M', 0, 3, 0)
(3, -1, -1, -1, 1, 'M', 3, 0, 0)
(2, 2, 1, 0, 1, 'D', 2, 2, 0)
(3, 1, 5, 0, 1, 'M', 2, 5, 0)
(9, 3, 0, 0, 0, 'M', -2, -2, -2)
(4, 0, 6, 0, 0, 'M', -2, -2, -2)
(2, 1, 6, 0, 1, 'D', 2, 6, 0)
(4, 0, 4, 0, 1, 'M', 1, 4, 1)
(7, 2, 3, 2, 0, 'M', 1, 3, 1)
