(1, 0, 8, 0, 1, 'D', 1, 8, 0)
(4, 1, 8, 1, 1, 'M', 1, 7, 2)
(10, 9, 1, 0, 1, 'M', -2, -2, -2)
(5, 2, 8, 1, 0, 'M', 2, 9, 0)
(4, 0, 8, 0, 0, 'M', -2, -2, -2)
(3, 3, 7, 0, 1, 'D', 2, 7, 0)
(1, 9, 7, 0, 1, 'D', 8, 7, 0)
(2, -1, -1, -1, 1, 'M', 3, 9, 0)
(10, 9, 3, 0, 1, 'M', -2, -2, -2)
(6, 3, 7, 0, 0, 'M', 3, 8, 0)
(3, 2, 0, 0, 1, 'M', 2, 1, 1)
(9, 3, 8, 0, 0, 'M', 3, 9, 0)
(4, 8, 4, 0, 0, 'M', 9, 4, 0)
(2, -1, -1, -1, 1, 'M', 1, 9, 0)
(2, 1, 1, 1, 1, 'D', 1, 2, 1)
(5, 8, 2, 2, 1, 'D', 7, 2, 2)
(1, 0, 2, 0, 1, 'D', 1, 2, 0)
(0, -1, -1, -1, 1, 'M', 9, 2, 0)
(10, 0, 6, 0, 1, 'M', -2, -2, -2)
(5, 0, 4, 0, 0, 'M', -2, -2, -2)
(2, 6, 1, 0, 1, 'M', 6, 2, 0)
(4, 3, 2, 0, 0, 'P', 3, 1, 1)
(2, -1, -1, -1, 1, 'M', 2, 9, 0)
(3, 7, 6, 0, 1, 'D', 7, 7, 0)
(6, 6, 9, 0, 1, 'M', 6, 8, 0)
(8, 1, 3, 0, 0, 'P', 1, 2, 1)
(5, 3, 7, 0, 1, 'D', 4, 7, 0)
(7, 1, 8, 1, 0, 'P', 1, 7, 2)
(4, 8, 8, 1, 1, 'M', 7, 8, 2)
(9, 8, 6, 0, 0, 'M', 9, 6, 0)
(1, 2, 9, 0, 1, 'D', 2, 8, 0)
(7, 8, 3, 0, 1, 'D', 7, 3, 0)
(8, 8, 6, 0, 1, 'D', 7, 6, 0)
(6, 3, 2, 0, 0, 'M', 3, 1, 0)
(3, 8, 1, 1, 0, 'M', 9, 1, 0)
(9, 1, 5, 0, 0, 'M', 0, 5, 0)
(1, 1, 9, 0, 1, 'M', 1, 8, 1)
(10, 6, 9, 0, 1, 'M', -2, -2, -2)
