(4, 2, 5, 1, 1, 'D', 3, 5, 1)
(6, 3, 5, 2, 0, 'M', 2, 5, 1)
(4, 5, 9, 0, 0, 'M', -2, -2, -2)
(3, 1, 5, 0, 1, 'M', 2, 5, 1)
(4, 4, 9, 0, 0, 'M', -2, -2, -2)
(1, 0, 6, 0, 1, 'M', 1, 6, 0)
(0, -1, -1, -1, 1, 'M', 4, 9, 0)
(3, 2, 6, 0, 1, 'D', 2, 5, 0)
(0, -1, -1, -1, 1, 'M', 5, 9, 0)
(3, 4, 8, 0, 0, 'M', 4, 9, 0)
(9, 5, 9, 0, 0, 'M', -2, -2, -2)
(3, 7, 6, 0, 1, 'M', 6, 6, 0)
(4, 3, 4, 2, 1, 'M', 3, 5, 2)
(2, 1, 6, 0, 1, 'M', 2, 6, 0)
(7, 0, 5, 0, 0, 'M', -2, -2, -2)
(3, 0, 6, 0, 1, 'D', 1, 6, 0)
(9, 4, 9, 0, 0, 'M', -2, -2, -2)
(8, 8, 5, 0, 0, 'M', 9, 5, 0)
(7, 1, 6, 0, 0, 'M', 0, 6, 0)
(9, 0, 5, 0, 0, 'M', -2, -2, -2)
(5, 3, 5, 2, 1, 'D', 4, 5, 2)
(5, 2, 6, 0, 1, 'D', 3, 6, 0)
(0, -1, -1, -1, 1, 'M', 0, 4, 0)
(8, 4, 8, 0, 0, 'M', 4, 9, 0)
(6, 2, 6, 0, 0, 'M', 1, 6, 0)
(6, 7, 5, 0, 1, 'D', 6, 5, 0)
(9, 9, 5, 0, 0, 'M', -2, -2, -2)
(6, 4, 7, 1, 1, 'D', 4, 6, 1)
(5, 2, 5, 1, 0, 'M', 1, 5, 0)
(7, 7, 5, 0, 0, 'M', 8, 5, 0)
(7, 2, 5, 1, 0, 'M', 1, 5, 0)
(5, 5, 6, 1, 1, 'D', 5, 5, 1)
(2, 1, 4, 0, 1, 'M', 2, 4, 1)
(2, 5, 8, 0, 1, 'M', 5, 7, 0)
(7, 5, 7, 0, 0, 'M', 5, 8, 0)
(0, -1, -1, -1, 1, 'M', 0, 6, 0)
(1, 9, 6, 0, 1, 'M', 8, 6, 0)
(8, 1, 5, 0, 0, 'M', 0, 5, 0)
(2, -1, -1, -1, 1, 'M', 5, 9, 0)
(3, 5, 9, 0, 1, 'D', 5, 8, 0)
(1, 5, 9, 0, 1, 'M', 5, 8, 0)
(1, 0, 4, 0, 1, 'M', 1, 4, 0)
(4, 9, 5, 0, 1, 'M', 8, 5, 0)
(1, -1, -1, -1, 1, 'M', 0, 5, 0)
(5, 8, 5, 0, 1, 'M', 7, 5, 0)
(5, 5, 7, 0, 1, 'M', 4, 7, 1)
(3, 5, 7, 0, 1, 'D', 5, 6, 0)
(4, 0, 6, 0, 0, 'M', -2, -2, -2)
(2, 4, 8, 0, 1, 'D', 4, 7, 0)
(8, 0, 6, 0, 0, 'M', -2, -2, -2)
(4, 6, 6, 0, 1, 'M', 5, 6, 1)
(6, 1, 5, 0, 0, 'M', 0, 5, 0)
(2, 0, 5, 0, 1, 'M', 1, 5, 0)
(4, 5, 7, 0, 0, 'P', 5, 8, 1)
(7, 4, 7, 1, 0, 'M', 4, 8, 0)
(0, -1, -1, -1, 1, 'M', 9, 6, 0)
(3, 2, 4, 1, 1, 'M', 3, 4, 2)
(2, 8, 6, 0, 1, 'M', 7, 6, 0)
(1, 4, 9, 0, 1, 'M', 4, 8, 0)
(4, 2, 6, 0, 0, 'P', 1, 6, 1)
(8, 5, 8, 0, 0, 'M', 5, 9, 0)
(6, 5, 6, 1, 0, 'M', 5, 7, 0)
(3, -1, -1, -1, 1, 'M', 9, 5, 0)
(2, -1, -1, -1, 1, 'M', 0, 6, 0)
